parentMANR;childMANR;childAnrede;childTitel;childVorname;childNachname;childTitelLang;BAEH_Referenzwert;BAEH_Messwert;RgbColorCode;childHeader
19954;18596;Frau;FB;Vorname_424;Nachname_424;Finanzberater;61533;47951;150,54,52;Organisation von Finanzberater Nachname_424
95490;95296;Herr;FB;Vorname_425;Nachname_425;Finanzberater;21468;5117;150,54,52;Organisation von Finanzberater Nachname_425
47182;47335;Frau;FB;Vorname_426;Nachname_426;Finanzberater;55562;46662;150,54,52;Organisation von Finanzberater Nachname_426
36584;65611;Herr;FB;Vorname_427;Nachname_427;Finanzberater;120655;108178;150,54,52;Organisation von Finanzberater Nachname_427
62539;62949;Herr;TL;Vorname_428;Nachname_428;Teamleiter;65249;60995;150,54,52;Organisation von Teamleiter Nachname_428
42121;42187;Herr;MG;Vorname_429;Nachname_429;Manager;144191;137784;150,54,52;Organisation von Manager Nachname_429
86603;86763;Herr;TM;Vorname_430;Nachname_430;Teammanager;17888;9914;150,54,52;Organisation von Teammanager Nachname_430
35151;35576;Herr;TM;Vorname_431;Nachname_431;Teammanager;69322;50211;150,54,52;Organisation von Teammanager Nachname_431
51752;79601;Herr;FB;Vorname_432;Nachname_432;Finanzberater;30586;14254;150,54,52;Organisation von Finanzberater Nachname_432
73001;71721;Herr;IMM;Vorname_433;Nachname_433;Manager I&K;107990;114619;0,90,50;Organisation von Manager I&K Nachname_433
86671;86679;Herr;TL;Vorname_434;Nachname_434;Teamleiter;127602;90839;150,54,52;Organisation von Teamleiter Nachname_434
86679;78307;Herr;FT;Vorname_435;Nachname_435;Finanzberater Trainee;19506;14280;150,54,52;Organisation von Finanzberater Trainee Nachname_435
72299;40788;Herr;TL;Vorname_436;Nachname_436;Teamleiter;14825;13001;150,54,52;Organisation von Teamleiter Nachname_436
36584;65646;Herr;TL;Vorname_437;Nachname_437;Teamleiter;77672;60764;150,54,52;Organisation von Teamleiter Nachname_437
20989;21509;Herr;TL;Vorname_438;Nachname_438;Teamleiter;73243;56315;150,54,52;Organisation von Teamleiter Nachname_438
11045;11204;Herr;TL;Vorname_439;Nachname_439;Teamleiter;164881;118076;150,54,52;Organisation von Teamleiter Nachname_439
51802;22356;Herr;TL;Vorname_440;Nachname_440;Teamleiter;47716;33908;150,54,52;Organisation von Teamleiter Nachname_440
66401;37667;Herr;FB;Vorname_441;Nachname_441;Finanzberater;75851;47894;150,54,52;Organisation von Finanzberater Nachname_441
45856;36913;Herr;FT;Vorname_442;Nachname_442;Finanzberater Trainee;3708;464;150,54,52;Organisation von Finanzberater Trainee Nachname_442
93928;94947;Herr;FB;Vorname_443;Nachname_443;Finanzberater;42506;17589;150,54,52;Organisation von Finanzberater Nachname_443
67415;67455;Herr;FB;Vorname_444;Nachname_444;Finanzberater;58400;60143;0,90,50;Organisation von Finanzberater Nachname_444
97429;97235;Herr;FB;Vorname_445;Nachname_445;Finanzberater;126336;54079;150,54,52;Organisation von Finanzberater Nachname_445
56798;56488;Herr;FB;Vorname_446;Nachname_446;Finanzberater;104999;99026;150,54,52;Organisation von Finanzberater Nachname_446
77010;75636;Herr;FB;Vorname_447;Nachname_447;Finanzberater;76607;34134;150,54,52;Organisation von Finanzberater Nachname_447
36847;36983;Herr;FT;Vorname_448;Nachname_448;Finanzberater Trainee;473;1774;0,90,50;Organisation von Finanzberater Trainee Nachname_448
43016;49634;Herr;TL;Vorname_449;Nachname_449;Teamleiter;9189;9576;0,90,50;Organisation von Teamleiter Nachname_449
42497;47496;Herr;FB;Vorname_450;Nachname_450;Finanzberater;51436;38824;150,54,52;Organisation von Finanzberater Nachname_450
46796;47307;Frau;FB;Vorname_451;Nachname_451;Finanzberater;61050;42674;150,54,52;Organisation von Finanzberater Nachname_451
61637;36844;Herr;FB;Vorname_452;Nachname_452;Finanzberater;2605;3321;0,90,50;Organisation von Finanzberater Nachname_452
60071;60079;Herr;FB;Vorname_453;Nachname_453;Finanzberater;24657;10876;150,54,52;Organisation von Finanzberater Nachname_453
17364;46208;Herr;FB;Vorname_454;Nachname_454;Finanzberater;66745;43922;150,54,52;Organisation von Finanzberater Nachname_454
67021;21671;Herr;FB;Vorname_455;Nachname_455;Finanzberater;46402;41447;150,54,52;Organisation von Finanzberater Nachname_455
73041;69426;Frau;FB;Vorname_456;Nachname_456;Finanzberater;15686;15692;0,90,50;Organisation von Finanzberater Nachname_456
49049;47123;Herr;FB;Vorname_457;Nachname_457;Finanzberater;75881;43389;150,54,52;Organisation von Finanzberater Nachname_457
95349;57503;Herr;FB;Vorname_458;Nachname_458;Finanzberater;27259;19560;150,54,52;Organisation von Finanzberater Nachname_458
45856;22983;Herr;FB;Vorname_459;Nachname_459;Finanzberater;58081;84981;0,90,50;Organisation von Finanzberater Nachname_459
11045;96706;Herr;FB;Vorname_460;Nachname_460;Finanzberater;51173;51776;0,90,50;Organisation von Finanzberater Nachname_460
79133;38448;Herr;FB;Vorname_461;Nachname_461;Finanzberater;3156;1753;150,54,52;Organisation von Finanzberater Nachname_461
42036;16823;Herr;BAVM;Vorname_462;Nachname_462;Manager bAV;140773;103624;150,54,52;Organisation von Manager bAV Nachname_462
81668;83778;Herr;TL;Vorname_463;Nachname_463;Teamleiter;234205;259515;0,90,50;Organisation von Teamleiter Nachname_463
81710;96488;Herr;FT;Vorname_464;Nachname_464;Finanzberater Trainee;12638;5577;150,54,52;Organisation von Finanzberater Trainee Nachname_464
80309;88303;Herr;FIND;Vorname_465;Nachname_465;Finanzierungsdirektor;78390;95186;0,90,50;Organisation von Finanzierungsdirektor Nachname_465
92164;66230;Herr;FB;Vorname_466;Nachname_466;Finanzberater;135520;136672;0,90,50;Organisation von Finanzberater Nachname_466
19715;14897;Herr;FB;Vorname_467;Nachname_467;Finanzberater;22442;24220;0,90,50;Organisation von Finanzberater Nachname_467
75249;75558;Herr;TM;Vorname_468;Nachname_468;Teammanager;526964;394931;150,54,52;Organisation von Teammanager Nachname_468
81469;79599;Frau;BA;Vorname_469;Nachname_469;Beraterassistent;45621;22017;150,54,52;Organisation von Beraterassistent Nachname_469
74360;75962;Herr;FB;Vorname_470;Nachname_470;Finanzberater;26359;15043;150,54,52;Organisation von Finanzberater Nachname_470
98811;67160;Herr;FB;Vorname_471;Nachname_471;Finanzberater;59231;41709;150,54,52;Organisation von Finanzberater Nachname_471
11204;78209;Herr;FB;Vorname_472;Nachname_472;Finanzberater;47680;41363;150,54,52;Organisation von Finanzberater Nachname_472
19181;83038;Herr;FINM;Vorname_473;Nachname_473;Finanzierungsmanager;86771;63770;150,54,52;Organisation von Finanzierungsmanager Nachname_473
66893;14473;Herr;TL;Vorname_474;Nachname_474;Teamleiter;22025;37555;0,90,50;Organisation von Teamleiter Nachname_474
17583;47043;Herr;FB;Vorname_475;Nachname_475;Finanzberater;61205;70227;0,90,50;Organisation von Finanzberater Nachname_475
17542;51277;Herr;FB;Vorname_476;Nachname_476;Finanzberater;13410;4052;150,54,52;Organisation von Finanzberater Nachname_476
42565;46486;Herr;FB;Vorname_477;Nachname_477;Finanzberater;72940;47143;150,54,52;Organisation von Finanzberater Nachname_477
96247;86321;Frau;FB;Vorname_478;Nachname_478;Finanzberater;44691;38593;150,54,52;Organisation von Finanzberater Nachname_478
86603;77946;Herr;FT;Vorname_479;Nachname_479;Finanzberater Trainee;5097;2714;150,54,52;Organisation von Finanzberater Trainee Nachname_479
81622;15074;Herr;FB;Vorname_480;Nachname_480;Finanzberater;9668;4851;150,54,52;Organisation von Finanzberater Nachname_480
43016;43023;Herr;MG;Vorname_481;Nachname_481;Manager;1332005;958766;150,54,52;Organisation von Manager Nachname_481
95349;57502;Herr;FB;Vorname_482;Nachname_482;Finanzberater;37131;45425;0,90,50;Organisation von Finanzberater Nachname_482
99518;14425;Herr;FB;Vorname_483;Nachname_483;Finanzberater;118983;127128;0,90,50;Organisation von Finanzberater Nachname_483
71934;75961;Herr;TL;Vorname_484;Nachname_484;Teamleiter;137939;136660;150,54,52;Organisation von Teamleiter Nachname_484
15360;16041;Herr;FB;Vorname_485;Nachname_485;Finanzberater;54329;28908;150,54,52;Organisation von Finanzberater Nachname_485
79208;52373;Herr;BA;Vorname_486;Nachname_486;Beraterassistent;13326;4302;150,54,52;Organisation von Beraterassistent Nachname_486
80326;87900;Herr;FB;Vorname_487;Nachname_487;Finanzberater;16148;11600;150,54,52;Organisation von Finanzberater Nachname_487
21580;20928;Herr;TL;Vorname_488;Nachname_488;Teamleiter;187844;144838;150,54,52;Organisation von Teamleiter Nachname_488
51802;63061;Herr;FB;Vorname_489;Nachname_489;Finanzberater;79534;52932;150,54,52;Organisation von Finanzberater Nachname_489
95488;21451;Herr;FB;Vorname_490;Nachname_490;Finanzberater;64912;60243;150,54,52;Organisation von Finanzberater Nachname_490
79208;79264;Herr;TL;Vorname_491;Nachname_491;Teamleiter;146874;126977;150,54,52;Organisation von Teamleiter Nachname_491
62584;21656;Herr;FB;Vorname_492;Nachname_492;Finanzberater;139961;66338;150,54,52;Organisation von Finanzberater Nachname_492
93928;96959;Frau;FB;Vorname_493;Nachname_493;Finanzberater;38469;50613;0,90,50;Organisation von Finanzberater Nachname_493
35787;35767;Herr;FB;Vorname_494;Nachname_494;Finanzberater;7709;7689;150,54,52;Organisation von Finanzberater Nachname_494
45414;46569;Herr;TM;Vorname_495;Nachname_495;Teammanager;214273;236233;0,90,50;Organisation von Teammanager Nachname_495
51449;51227;Frau;FT;Vorname_496;Nachname_496;Finanzberater Trainee;3814;3287;150,54,52;Organisation von Finanzberater Trainee Nachname_496
62726;62789;Herr;FB;Vorname_497;Nachname_497;Finanzberater;76209;65611;150,54,52;Organisation von Finanzberater Nachname_497
43827;60832;Herr;TL;Vorname_498;Nachname_498;Teamleiter;30378;2848;150,54,52;Organisation von Teamleiter Nachname_498
81674;66818;Herr;FB;Vorname_499;Nachname_499;Finanzberater;34926;16889;150,54,52;Organisation von Finanzberater Nachname_499
17837;50653;Herr;FB;Vorname_500;Nachname_500;Finanzberater;4206;2542;150,54,52;Organisation von Finanzberater Nachname_500
45845;38401;Herr;FB;Vorname_501;Nachname_501;Finanzberater;82761;58320;150,54,52;Organisation von Finanzberater Nachname_501
46341;45755;Herr;FB;Vorname_502;Nachname_502;Finanzberater;98546;41110;150,54,52;Organisation von Finanzberater Nachname_502
35787;37143;Herr;FB;Vorname_503;Nachname_503;Finanzberater;97354;61641;150,54,52;Organisation von Finanzberater Nachname_503
37116;36693;Herr;FB;Vorname_504;Nachname_504;Finanzberater;59077;26829;150,54,52;Organisation von Finanzberater Nachname_504
80207;14822;Frau;FB;Vorname_505;Nachname_505;Finanzberater;21933;35655;0,90,50;Organisation von Finanzberater Nachname_505
77778;95468;Herr;TL;Vorname_506;Nachname_506;Teamleiter;47036;51657;0,90,50;Organisation von Teamleiter Nachname_506
19715;14429;Herr;FB;Vorname_507;Nachname_507;Finanzberater;26769;33573;0,90,50;Organisation von Finanzberater Nachname_507
74000;74360;Herr;MG;Vorname_508;Nachname_508;Manager;1246646;847400;150,54,52;Organisation von Manager Nachname_508
44631;38128;Herr;BA;Vorname_509;Nachname_509;Beraterassistent;24053;20261;150,54,52;Organisation von Beraterassistent Nachname_509
53650;51027;Herr;FB;Vorname_510;Nachname_510;Finanzberater;10540;6374;150,54,52;Organisation von Finanzberater Nachname_510
35151;37116;Herr;MG;Vorname_511;Nachname_511;Manager;1524528;1224510;150,54,52;Organisation von Manager Nachname_511
50677;52457;Herr;FT;Vorname_512;Nachname_512;Finanzberater Trainee;314;1876;0,90,50;Organisation von Finanzberater Trainee Nachname_512
79159;63878;Frau;FB;Vorname_513;Nachname_513;Finanzberater;38253;28964;150,54,52;Organisation von Finanzberater Nachname_513
20928;62947;Herr;FB;Vorname_514;Nachname_514;Finanzberater;60859;37319;150,54,52;Organisation von Finanzberater Nachname_514
42036;49941;Frau;FB;Vorname_515;Nachname_515;Finanzberater;30005;25627;150,54,52;Organisation von Finanzberater Nachname_515
86603;86797;Herr;TL;Vorname_516;Nachname_516;Teamleiter;117821;48582;150,54,52;Organisation von Teamleiter Nachname_516
79159;56919;Herr;FB;Vorname_517;Nachname_517;Finanzberater;5663;17239;0,90,50;Organisation von Finanzberater Nachname_517
14439;14918;Herr;FB;Vorname_518;Nachname_518;Finanzberater;11504;20843;0,90,50;Organisation von Finanzberater Nachname_518
14599;16475;Frau;BA;Vorname_519;Nachname_519;Beraterassistent;112;371;0,90,50;Organisation von Beraterassistent Nachname_519
40192;40483;Herr;FB;Vorname_520;Nachname_520;Finanzberater;122127;137848;0,90,50;Organisation von Finanzberater Nachname_520
51802;62781;Herr;FB;Vorname_521;Nachname_521;Finanzberater;32974;28168;150,54,52;Organisation von Finanzberater Nachname_521
50422;52412;Frau;BA;Vorname_522;Nachname_522;Beraterassistent;13666;2855;150,54,52;Organisation von Beraterassistent Nachname_522
83403;93991;Frau;FB;Vorname_523;Nachname_523;Finanzberater;17744;2080;150,54,52;Organisation von Finanzberater Nachname_523
83401;86226;Herr;TL;Vorname_524;Nachname_524;Teamleiter;75065;36317;150,54,52;Organisation von Teamleiter Nachname_524
41437;17542;Herr;TM;Vorname_525;Nachname_525;Teammanager;855217;633941;150,54,52;Organisation von Teammanager Nachname_525
15360;15188;Herr;FINM;Vorname_526;Nachname_526;Finanzierungsmanager;120193;123580;0,90,50;Organisation von Finanzierungsmanager Nachname_526
96247;90944;Herr;FB;Vorname_527;Nachname_527;Finanzberater;63122;53221;150,54,52;Organisation von Finanzberater Nachname_527
15105;16092;Herr;TM;Vorname_528;Nachname_528;Teammanager;256442;252796;150,54,52;Organisation von Teammanager Nachname_528
63399;51102;Herr;FB;Vorname_529;Nachname_529;Finanzberater;3858;3959;0,90,50;Organisation von Finanzberater Nachname_529
50094;51924;Herr;FT;Vorname_530;Nachname_530;Finanzberater Trainee;4971;4704;150,54,52;Organisation von Finanzberater Trainee Nachname_530
19715;14978;Herr;FB;Vorname_531;Nachname_531;Finanzberater;39955;18692;150,54,52;Organisation von Finanzberater Nachname_531
40508;21081;Herr;FB;Vorname_532;Nachname_532;Finanzberater;35102;26951;150,54,52;Organisation von Finanzberater Nachname_532
92164;65789;Herr;FB;Vorname_533;Nachname_533;Finanzberater;75961;50516;150,54,52;Organisation von Finanzberater Nachname_533
45363;47955;Herr;BA;Vorname_534;Nachname_534;Beraterassistent;27723;42650;0,90,50;Organisation von Beraterassistent Nachname_534
43827;65396;Herr;TL;Vorname_535;Nachname_535;Teamleiter;88407;97891;0,90,50;Organisation von Teamleiter Nachname_535
45845;36930;Herr;TL;Vorname_536;Nachname_536;Teamleiter;76853;145263;0,90,50;Organisation von Teamleiter Nachname_536
21580;22283;Herr;FB;Vorname_537;Nachname_537;Finanzberater;1510;322;150,54,52;Organisation von Finanzberater Nachname_537
95529;51939;Herr;BAA;Vorname_538;Nachname_538;Beraterassistent in Ausbildung;2694;1123;150,54,52;Organisation von Beraterassistent in Ausbildung Nachname_538
81469;52037;Frau;BA;Vorname_539;Nachname_539;Beraterassistent;151;48;150,54,52;Organisation von Beraterassistent Nachname_539
76558;76629;Herr;FT;Vorname_540;Nachname_540;Finanzberater Trainee;5363;1510;150,54,52;Organisation von Finanzberater Trainee Nachname_540
45856;36944;Herr;FB;Vorname_541;Nachname_541;Finanzberater;67672;69243;0,90,50;Organisation von Finanzberater Nachname_541
20814;62915;Herr;FB;Vorname_542;Nachname_542;Finanzberater;30518;11126;150,54,52;Organisation von Finanzberater Nachname_542
75961;72058;Herr;FB;Vorname_543;Nachname_543;Finanzberater;30323;17646;150,54,52;Organisation von Finanzberater Nachname_543
51802;51799;Frau;FB;Vorname_544;Nachname_544;Finanzberater;46939;60416;0,90,50;Organisation von Finanzberater Nachname_544
84046;22072;Herr;FB;Vorname_545;Nachname_545;Finanzberater;25633;10689;150,54,52;Organisation von Finanzberater Nachname_545
17542;17837;Herr;TL;Vorname_546;Nachname_546;Teamleiter;266129;260265;150,54,52;Organisation von Teamleiter Nachname_546
43016;42927;Herr;TL;Vorname_547;Nachname_547;Teamleiter;82431;76201;150,54,52;Organisation von Teamleiter Nachname_547
13315;62421;Frau;BAVD;Vorname_548;Nachname_548;Direktor bAV;190525;148565;150,54,52;Organisation von Direktor bAV Nachname_548
80309;89173;Herr;FB;Vorname_549;Nachname_549;Finanzberater;14838;11881;150,54,52;Organisation von Finanzberater Nachname_549
75249;72764;Herr;FB;Vorname_550;Nachname_550;Finanzberater;196359;111070;150,54,52;Organisation von Finanzberater Nachname_550
60884;16564;Herr;BAA;Vorname_551;Nachname_551;Beraterassistent in Ausbildung;6238;1142;150,54,52;Organisation von Beraterassistent in Ausbildung Nachname_551
80210;81849;Herr;FB;Vorname_552;Nachname_552;Finanzberater;760196;214075;150,54,52;Organisation von Finanzberater Nachname_552
45040;95924;Herr;TM;Vorname_553;Nachname_553;Teammanager;428888;311990;150,54,52;Organisation von Teammanager Nachname_553
64427;14080;Frau;FB;Vorname_554;Nachname_554;Finanzberater;28971;28324;150,54,52;Organisation von Finanzberater Nachname_554
42036;13839;Herr;TL;Vorname_555;Nachname_555;Teamleiter;13347;46537;0,90,50;Organisation von Teamleiter Nachname_555
72949;68224;Herr;TL;Vorname_556;Nachname_556;Teamleiter;112871;90966;150,54,52;Organisation von Teamleiter Nachname_556
13937;14666;Herr;FB;Vorname_557;Nachname_557;Finanzberater;9496;13798;0,90,50;Organisation von Finanzberater Nachname_557
72299;51529;Herr;TL;Vorname_558;Nachname_558;Teamleiter;28211;18978;150,54,52;Organisation von Teamleiter Nachname_558
19196;82787;Herr;BA;Vorname_559;Nachname_559;Beraterassistent;322;15;150,54,52;Organisation von Beraterassistent Nachname_559
81674;79982;Frau;FB;Vorname_560;Nachname_560;Finanzberater;28892;29117;0,90,50;Organisation von Finanzberater Nachname_560
19954;52162;Herr;FT;Vorname_561;Nachname_561;Finanzberater Trainee;9787;26656;0,90,50;Organisation von Finanzberater Trainee Nachname_561
41944;42720;Herr;BA;Vorname_562;Nachname_562;Beraterassistent;9298;8406;150,54,52;Organisation von Beraterassistent Nachname_562
36584;31852;Herr;FB;Vorname_563;Nachname_563;Finanzberater;30957;17837;150,54,52;Organisation von Finanzberater Nachname_563
40508;52399;Herr;TL;Vorname_564;Nachname_564;Teamleiter;106212;81973;150,54,52;Organisation von Teamleiter Nachname_564
37027;37035;Frau;FB;Vorname_565;Nachname_565;Finanzberater;4578;1730;150,54,52;Organisation von Finanzberater Nachname_565
46102;47573;Frau;FB;Vorname_566;Nachname_566;Finanzberater;71158;84920;0,90,50;Organisation von Finanzberater Nachname_566
41437;46102;Herr;TM;Vorname_567;Nachname_567;Teammanager;288741;184270;150,54,52;Organisation von Teammanager Nachname_567
80326;79133;Herr;TL;Vorname_568;Nachname_568;Teamleiter;148415;84088;150,54,52;Organisation von Teamleiter Nachname_568
42121;19954;Herr;TL;Vorname_569;Nachname_569;Teamleiter;325224;297672;150,54,52;Organisation von Teamleiter Nachname_569
61637;44266;Herr;FB;Vorname_570;Nachname_570;Finanzberater;1495;196;150,54,52;Organisation von Finanzberater Nachname_570
20347;62922;Herr;TL;Vorname_571;Nachname_571;Teamleiter;167584;166540;150,54,52;Organisation von Teamleiter Nachname_571
63017;22424;Herr;FT;Vorname_572;Nachname_572;Finanzberater Trainee;29518;11218;150,54,52;Organisation von Finanzberater Trainee Nachname_572
43827;94263;Herr;TL;Vorname_573;Nachname_573;Teamleiter;89497;66842;150,54,52;Organisation von Teamleiter Nachname_573
80207;79057;Herr;FB;Vorname_574;Nachname_574;Finanzberater;52461;38967;150,54,52;Organisation von Finanzberater Nachname_574
51529;51733;Herr;FT;Vorname_575;Nachname_575;Finanzberater Trainee;4148;28;150,54,52;Organisation von Finanzberater Trainee Nachname_575
20814;62506;Herr;FB;Vorname_576;Nachname_576;Finanzberater;38824;52594;0,90,50;Organisation von Finanzberater Nachname_576
61818;62050;Frau;FB;Vorname_577;Nachname_577;Finanzberater;47718;35488;150,54,52;Organisation von Finanzberater Nachname_577
19181;60806;Herr;FB;Vorname_578;Nachname_578;Finanzberater;47051;50227;0,90,50;Organisation von Finanzberater Nachname_578
38433;13587;Herr;FB;Vorname_579;Nachname_579;Finanzberater;3268;4095;0,90,50;Organisation von Finanzberater Nachname_579
10854;60717;Frau;FB;Vorname_580;Nachname_580;Finanzberater;44817;33893;150,54,52;Organisation von Finanzberater Nachname_580
72299;79288;Frau;FB;Vorname_581;Nachname_581;Finanzberater;5099;3353;150,54,52;Organisation von Finanzberater Nachname_581
21881;22082;Herr;FB;Vorname_582;Nachname_582;Finanzberater;14063;7300;150,54,52;Organisation von Finanzberater Nachname_582
86603;86793;Herr;FB;Vorname_583;Nachname_583;Finanzberater;174498;110886;150,54,52;Organisation von Finanzberater Nachname_583
60071;55613;Frau;FB;Vorname_584;Nachname_584;Finanzberater;118446;88468;150,54,52;Organisation von Finanzberater Nachname_584
12973;96867;Herr;FB;Vorname_585;Nachname_585;Finanzberater;14952;11873;150,54,52;Organisation von Finanzberater Nachname_585
90415;94076;Herr;FB;Vorname_586;Nachname_586;Finanzberater;66858;52023;150,54,52;Organisation von Finanzberater Nachname_586
45040;61637;Herr;TM;Vorname_587;Nachname_587;Teammanager;625668;633060;0,90,50;Organisation von Teammanager Nachname_587
21580;20347;Herr;MG;Vorname_588;Nachname_588;Manager;1002894;802732;150,54,52;Organisation von Manager Nachname_588
61637;13493;Herr;FB;Vorname_589;Nachname_589;Finanzberater;29370;27426;150,54,52;Organisation von Finanzberater Nachname_589
14450;14969;Herr;FB;Vorname_590;Nachname_590;Finanzberater;42581;42807;0,90,50;Organisation von Finanzberater Nachname_590
86696;77906;Herr;TL;Vorname_591;Nachname_591;Teamleiter;57954;52160;150,54,52;Organisation von Teamleiter Nachname_591
46626;40652;Herr;FB;Vorname_592;Nachname_592;Finanzberater;37232;28755;150,54,52;Organisation von Finanzberater Nachname_592
83778;57637;Herr;FTVP;Vorname_593;Nachname_593;Finanzberater Trainee Vertriebsprofi;12506;12927;0,90,50;Organisation von Finanzberater Trainee Vertriebsprofi Nachname_593
86696;86697;Herr;FB;Vorname_594;Nachname_594;Finanzberater;172034;138596;150,54,52;Organisation von Finanzberater Nachname_594
86603;86610;Herr;FB;Vorname_595;Nachname_595;Finanzberater;44522;38087;150,54,52;Organisation von Finanzberater Nachname_595
45845;47965;Herr;FT;Vorname_596;Nachname_596;Finanzberater Trainee;2656;3928;0,90,50;Organisation von Finanzberater Trainee Nachname_596
66893;14835;Herr;TL;Vorname_597;Nachname_597;Teamleiter;9084;6105;150,54,52;Organisation von Teamleiter Nachname_597
80309;41596;Herr;TL;Vorname_598;Nachname_598;Teamleiter;43910;42919;150,54,52;Organisation von Teamleiter Nachname_598
62508;63017;Herr;TL;Vorname_599;Nachname_599;Teamleiter;48758;32925;150,54,52;Organisation von Teamleiter Nachname_599
95120;95195;Herr;FB;Vorname_600;Nachname_600;Finanzberater;66326;55113;150,54,52;Organisation von Finanzberater Nachname_600
41944;42078;Herr;FB;Vorname_601;Nachname_601;Finanzberater;48009;39712;150,54,52;Organisation von Finanzberater Nachname_601
77010;57518;Herr;FB;Vorname_602;Nachname_602;Finanzberater;43081;4990;150,54,52;Organisation von Finanzberater Nachname_602
10854;14186;Herr;FB;Vorname_603;Nachname_603;Finanzberater;4719;4758;0,90,50;Organisation von Finanzberater Nachname_603
95924;47301;Frau;FB;Vorname_604;Nachname_604;Finanzberater;74065;67448;150,54,52;Organisation von Finanzberater Nachname_604
17464;50818;Herr;FB;Vorname_605;Nachname_605;Finanzberater;31398;22569;150,54,52;Organisation von Finanzberater Nachname_605
72949;73468;Herr;FB;Vorname_606;Nachname_606;Finanzberater;29003;15257;150,54,52;Organisation von Finanzberater Nachname_606
37146;36673;Herr;FB;Vorname_607;Nachname_607;Finanzberater;37804;34178;150,54,52;Organisation von Finanzberater Nachname_607
86696;77752;Herr;FB;Vorname_608;Nachname_608;Finanzberater;18318;23678;0,90,50;Organisation von Finanzberater Nachname_608
35151;84148;Herr;FB;Vorname_609;Nachname_609;Finanzberater;143223;99584;150,54,52;Organisation von Finanzberater Nachname_609
43016;19870;Herr;TL;Vorname_610;Nachname_610;Teamleiter;169892;141968;150,54,52;Organisation von Teamleiter Nachname_610
19954;39184;Frau;BA;Vorname_611;Nachname_611;Beraterassistent;12123;1660;150,54,52;Organisation von Beraterassistent Nachname_611
96991;81805;Herr;FB;Vorname_612;Nachname_612;Finanzberater;33852;30890;150,54,52;Organisation von Finanzberater Nachname_612
20935;27450;Herr;FB;Vorname_613;Nachname_613;Finanzberater;253090;241038;150,54,52;Organisation von Finanzberater Nachname_613
43016;42036;Herr;MG;Vorname_614;Nachname_614;Manager;961475;792291;150,54,52;Organisation von Manager Nachname_614
42121;17017;Herr;FB;Vorname_615;Nachname_615;Finanzberater;81951;56801;150,54,52;Organisation von Finanzberater Nachname_615
56383;51052;Herr;TL;Vorname_616;Nachname_616;Teamleiter;50447;56480;0,90,50;Organisation von Teamleiter Nachname_616
73041;74504;Herr;BA;Vorname_617;Nachname_617;Beraterassistent;22848;8552;150,54,52;Organisation von Beraterassistent Nachname_617
43898;43885;Herr;FB;Vorname_618;Nachname_618;Finanzberater;53159;46846;150,54,52;Organisation von Finanzberater Nachname_618
17583;47609;Herr;FB;Vorname_619;Nachname_619;Finanzberater;57641;42024;150,54,52;Organisation von Finanzberater Nachname_619
10854;14785;Herr;BA;Vorname_620;Nachname_620;Beraterassistent;251;7;150,54,52;Organisation von Beraterassistent Nachname_620
37146;31811;Herr;FT;Vorname_621;Nachname_621;Finanzberater Trainee;5672;2929;150,54,52;Organisation von Finanzberater Trainee Nachname_621
42058;19829;Herr;FB;Vorname_622;Nachname_622;Finanzberater;1224;1684;0,90,50;Organisation von Finanzberater Nachname_622
83468;56873;Herr;FB;Vorname_623;Nachname_623;Finanzberater;4197;7373;0,90,50;Organisation von Finanzberater Nachname_623
94041;16494;Frau;FT;Vorname_624;Nachname_624;Finanzberater Trainee;401;182;150,54,52;Organisation von Finanzberater Trainee Nachname_624
79992;51771;Herr;FB;Vorname_625;Nachname_625;Finanzberater;72024;73626;0,90,50;Organisation von Finanzberater Nachname_625
11045;12934;Herr;FB;Vorname_626;Nachname_626;Finanzberater;17077;10766;150,54,52;Organisation von Finanzberater Nachname_626
95529;98388;Herr;TM;Vorname_627;Nachname_627;Teammanager;306391;336864;0,90,50;Organisation von Teammanager Nachname_627
18898;60894;Herr;FT;Vorname_628;Nachname_628;Finanzberater Trainee;4327;4000;150,54,52;Organisation von Finanzberater Trainee Nachname_628
21580;62584;Herr;MG;Vorname_629;Nachname_629;Manager;972768;654687;150,54,52;Organisation von Manager Nachname_629
96439;83474;Herr;FB;Vorname_630;Nachname_630;Finanzberater;55225;52307;150,54,52;Organisation von Finanzberater Nachname_630
42121;18544;Herr;FB;Vorname_631;Nachname_631;Finanzberater;2192;2555;0,90,50;Organisation von Finanzberater Nachname_631
79252;52593;Herr;FB;Vorname_632;Nachname_632;Finanzberater;13701;10867;150,54,52;Organisation von Finanzberater Nachname_632
63051;21701;Herr;TL;Vorname_633;Nachname_633;Teamleiter;107268;29799;150,54,52;Organisation von Teamleiter Nachname_633
52399;52378;Herr;FB;Vorname_634;Nachname_634;Finanzberater;11869;4091;150,54,52;Organisation von Finanzberater Nachname_634
36733;31861;Herr;BA;Vorname_635;Nachname_635;Beraterassistent;512;128;150,54,52;Organisation von Beraterassistent Nachname_635
14450;14833;Herr;FT;Vorname_636;Nachname_636;Finanzberater Trainee;18586;4474;150,54,52;Organisation von Finanzberater Trainee Nachname_636
90219;90214;Herr;FB;Vorname_637;Nachname_637;Finanzberater;61046;56669;150,54,52;Organisation von Finanzberater Nachname_637
